set,cond_tag,trial_item,item_n,condition_label,comp,condition,words,struc,target_frame,prime,target,match_manip,string_length
53,b,53b,418,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Noun-Noun,the white color,the color white,DIFF,15
53,c ,53c ,419,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Noun-Noun,the shade beige,the color white,DIFF,15
53,d,53d,420,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Noun-Noun,the beige shade,the color white,DIFF,15
53,e,53e,421,List_Identity,List,Identity,SameWords,SameStruc,Noun-Noun,tan green white,tan green white,SAME,15
53,f,53f,422,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Noun-Noun,tan white green,tan green white,DIFF,15
53,g,53g,423,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Noun-Noun,tan black beige,tan green white,DIFF,15
53,h,53h,424,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Noun-Noun,tan beige black,tan green white,DIFF,15
54,a,54a,425,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Adj-Noun,the white color,the white color,SAME,15
54,b,54b,426,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Adj-Noun,the color white,the white color,DIFF,15
54,c ,54c ,427,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Adj-Noun,the beige shade,the white color,DIFF,15
54,d,54d,428,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Adj-Noun,the shade beige,the white color,DIFF,15
54,e,54e,429,List_Identity,List,Identity,SameWords,SameStruc,Adj-Noun,hue white green,hue white green,SAME,15
54,f,54f,430,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Adj-Noun,hue green white,hue white green,DIFF,15
54,g,54g,431,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Adj-Noun,hue beige black,hue white green,DIFF,15
54,h,54h,432,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Adj-Noun,hue black beige,hue white green,DIFF,15
55,a,55a,433,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Noun-Noun,the shade white,the shade white,SAME,15
55,b,55b,434,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Noun-Noun,the white shade,the shade white,DIFF,15
55,c ,55c ,435,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Noun-Noun,the color beige,the shade white,DIFF,15
55,d,55d,436,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Noun-Noun,the beige color,the shade white,DIFF,15
55,e,55e,437,List_Identity,List,Identity,SameWords,SameStruc,Noun-Noun,tan black white,tan black white,SAME,15
55,f,55f,438,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Noun-Noun,tan white black,tan black white,DIFF,15
55,g,55g,439,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Noun-Noun,tan green beige,tan black white,DIFF,15
55,h,55h,440,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Noun-Noun,tan beige green,tan black white,DIFF,15
56,a,56a,441,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Adj-Noun,the white shade,the white shade,SAME,15
56,b,56b,442,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Adj-Noun,the shade white,the white shade,DIFF,15
56,c ,56c ,443,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Adj-Noun,the beige color,the white shade,DIFF,15
56,d,56d,444,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Adj-Noun,the color beige,the white shade,DIFF,15
56,e,56e,445,List_Identity,List,Identity,SameWords,SameStruc,Adj-Noun,hue white black,hue white black,SAME,15
56,f,56f,446,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Adj-Noun,hue black white,hue white black,DIFF,15
56,g,56g,447,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Adj-Noun,hue beige green,hue white black,DIFF,15
56,h,56h,448,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Adj-Noun,hue green beige,hue white black,DIFF,15
57,a,57a,449,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Noun-Noun,the tone pink,the tone pink,SAME,13
57,b,57b,450,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Noun-Noun,the pink tone,the tone pink,DIFF,13
57,c ,57c ,451,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Noun-Noun,the tint gold,the tone pink,DIFF,13
57,d,57d,452,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Noun-Noun,the gold tint,the tone pink,DIFF,13
57,e,57e,453,List_Identity,List,Identity,SameWords,SameStruc,Noun-Noun,tan blue pink,tan blue pink,SAME,13
57,f,57f,454,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Noun-Noun,tan pink blue,tan blue pink,DIFF,13
57,g,57g,455,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Noun-Noun,tan grey gold,tan blue pink,DIFF,13
57,h,57h,456,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Noun-Noun,tan gold grey,tan blue pink,DIFF,13
58,a,58a,457,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Adj-Noun,the pink tone,the pink tone,SAME,13
58,b,58b,458,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Adj-Noun,the tone pink,the pink tone,DIFF,13
58,c ,58c ,459,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Adj-Noun,the gold tint,the pink tone,DIFF,13
58,d,58d,460,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Adj-Noun,the tint gold,the pink tone,DIFF,13
58,e,58e,461,List_Identity,List,Identity,SameWords,SameStruc,Adj-Noun,hue pink blue,hue pink blue,SAME,13
58,f,58f,462,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Adj-Noun,hue blue pink,hue pink blue,DIFF,13
58,g,58g,463,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Adj-Noun,hue gold grey,hue pink blue,DIFF,13
58,h,58h,464,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Adj-Noun,hue grey gold,hue pink blue,DIFF,13
59,a,59a,465,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Noun-Noun,the tint pink,the tint pink,SAME,13
59,b,59b,466,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Noun-Noun,the pink tint,the tint pink,DIFF,13
59,c ,59c ,467,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Noun-Noun,the tone gold,the tint pink,DIFF,13
59,d,59d,468,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Noun-Noun,the gold tone,the tint pink,DIFF,13
59,e,59e,469,List_Identity,List,Identity,SameWords,SameStruc,Noun-Noun,tan grey pink,tan grey pink,SAME,13
59,f,59f,470,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Noun-Noun,tan pink grey,tan grey pink,DIFF,13
59,g,59g,471,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Noun-Noun,tan blue gold,tan grey pink,DIFF,13
59,h,59h,472,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Noun-Noun,tan gold blue,tan grey pink,DIFF,13
60,a,60a,473,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Adj-Noun,the pink tint,the pink tint,SAME,13
60,b,60b,474,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Adj-Noun,the tint pink,the pink tint,DIFF,13
60,c ,60c ,475,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Adj-Noun,the gold tone,the pink tint,DIFF,13
60,d,60d,476,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Adj-Noun,the tone gold,the pink tint,DIFF,13
60,e,60e,477,List_Identity,List,Identity,SameWords,SameStruc,Adj-Noun,hue pink grey,hue pink grey,SAME,13
60,f,60f,478,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Adj-Noun,hue grey pink,hue pink grey,DIFF,13
60,g,60g,479,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Adj-Noun,hue gold blue,hue pink grey,DIFF,13
60,h,60h,480,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Adj-Noun,hue blue gold,hue pink grey,DIFF,13
61,a,61a,481,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Noun-Noun,the tone gold,the tone gold,SAME,13
61,b,61b,482,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Noun-Noun,the gold tone,the tone gold,DIFF,13
61,c ,61c ,483,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Noun-Noun,the tint pink,the tone gold,DIFF,13
61,d,61d,484,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Noun-Noun,the pink tint,the tone gold,DIFF,13
61,e,61e,485,List_Identity,List,Identity,SameWords,SameStruc,Noun-Noun,tan blue gold,tan blue gold,SAME,13
61,f,61f,486,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Noun-Noun,tan gold blue,tan blue gold,DIFF,13
61,g,61g,487,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Noun-Noun,tan grey pink,tan blue gold,DIFF,13
61,h,61h,488,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Noun-Noun,tan pink grey,tan blue gold,DIFF,13
62,a,62a,489,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Adj-Noun,the gold tone,the gold tone,SAME,13
62,b,62b,490,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Adj-Noun,the tone gold,the gold tone,DIFF,13
62,c ,62c ,491,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Adj-Noun,the pink tint,the gold tone,DIFF,13
62,d,62d,492,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Adj-Noun,the tint pink,the gold tone,DIFF,13
62,e,62e,493,List_Identity,List,Identity,SameWords,SameStruc,Adj-Noun,hue gold blue,hue gold blue,SAME,13
62,f,62f,494,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Adj-Noun,hue blue gold,hue gold blue,DIFF,13
62,g,62g,495,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Adj-Noun,hue pink grey,hue gold blue,DIFF,13
62,h,62h,496,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Adj-Noun,hue grey pink,hue gold blue,DIFF,13
63,a,63a,497,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Noun-Noun,the tint gold,the tint gold,SAME,13
63,b,63b,498,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Noun-Noun,the gold tint,the tint gold,DIFF,13
63,c ,63c ,499,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Noun-Noun,the tone pink,the tint gold,DIFF,13
63,d,63d,500,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Noun-Noun,the pink tone,the tint gold,DIFF,13
63,e,63e,501,List_Identity,List,Identity,SameWords,SameStruc,Noun-Noun,tan grey gold,tan grey gold,SAME,13
63,f,63f,502,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Noun-Noun,tan gold grey,tan grey gold,DIFF,13
63,g,63g,503,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Noun-Noun,tan blue pink,tan grey gold,DIFF,13
63,h,63h,504,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Noun-Noun,tan pink blue,tan grey gold,DIFF,13
64,a,64a,505,Phrase_Identity,Phrase,Identity,SameWords,SameStruc,Adj-Noun,the gold tint,the gold tint,SAME,13
64,b,64b,506,Phrase_DiffOrder,Phrase,DiffOrder,SameWords,DiffStruc,Adj-Noun,the tint gold,the gold tint,DIFF,13
64,c ,64c ,507,Phrase_DiffWords,Phrase,DiffWords,DiffWords,SameStruc,Adj-Noun,the pink tone,the gold tint,DIFF,13
64,d,64d,508,Phrase_DiffBoth,Phrase,DiffBoth,DiffWords,DiffStruc,Adj-Noun,the tone pink,the gold tint,DIFF,13
64,e,64e,509,List_Identity,List,Identity,SameWords,SameStruc,Adj-Noun,hue gold grey,hue gold grey,SAME,13
64,f,64f,510,List_DiffOrder,List,DiffOrder,SameWords,DiffStruc,Adj-Noun,hue grey gold,hue gold grey,DIFF,13
64,g,64g,511,List_DiffWords,List,DiffWords,DiffWords,SameStruc,Adj-Noun,hue pink blue,hue gold grey,DIFF,13
64,h,64h,512,List_DiffBoth,List,DiffBoth,DiffWords,DiffStruc,Adj-Noun,hue blue pink,hue gold grey,DIFF,13
